t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0.0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,
2.001000500250125,0.36018009004502255,0.9635641124381563,0.4488609095715997,472.7973850721326,96356.41124381563,44886.09095715997,47279.73850721326,0.0,0.0,-29325433.571610898
4.00200100050025,0.7203601800900451,0.9162362156022206,0.1464801884033013,431.6138399462995,91623.62156022206,14648.018840330129,43161.38399462995,0.0,0.0,-58737.854105523205
6.003001500750376,1.0805402701350675,0.8657660683558993,0.04044709134408898,352.42027772889537,86576.60683558993,4044.7091344088976,35242.02777288954,0.0,0.0,-42444.951452391775
8.0040020010005,1.4407203601800902,0.8162988593214687,0.011189932100623924,222.5764537955898,81629.88593214688,1118.9932100623923,22257.64537955898,0.0,0.0,-18071.51006095764
10.005002501250626,1.8009004502251127,0.7690820852337523,0.0033188544214056005,100.49361614449937,76908.20852337523,331.88544214056003,10049.361614449937,0.0,0.0,-2000.9069256555497
12.006003001500751,2.161080540270135,0.7243896169258541,0.0010713985949311069,36.973182068784524,72438.9616925854,107.13985949311069,3697.3182068784527,0.0,0.0,-14.666515157312414
14.007003501750876,2.5212606303151577,0.6822233094539351,0.0003765049317991584,13.048794123074211,68222.3309453935,37.65049317991584,1304.879412307421,0.0,0.0,-0.6115850270670478
16.008004002001,2.8814407203601804,0.6424882073914486,0.00014351675838419399,4.7780989553442526,64248.82073914486,14.351675838419398,477.80989553442527,0.0,0.0,0.01770320551642314
18.009004502251127,3.2416208104052027,0.6050596090995919,5.908353542080253e-05,1.8615236836022186,60505.96090995919,5.9083535420802535,186.15236836022186,0.0,0.0,0.056284970200030815
20.010005002501252,3.6018009004502254,0.5698086619213244,2.6155940044545792e-05,0.7758770038272715,56980.86619213244,2.615594004454579,77.58770038272715,0.0,0.0,0.056284970200030815
22.011005502751377,3.9619809904952477,0.5366103875768358,1.2399255142510891e-05,0.34567243218029803,53661.03875768358,1.2399255142510892,34.5672432180298,0.0,0.0,0.049020361481918025
24.012006003001503,4.32216108054027,0.5053458977536611,6.269278053970603e-06,0.18535118203231107,50534.58977536611,0.6269278053970604,18.535118203231107,0.0,0.06539154499317984,0.049020361481918025
26.013006503251628,4.682341170585293,0.47590276998105346,3.3682759165261158e-06,0.08283253911230161,47590.27699810535,0.33682759165261156,8.283253911230162,0.0,0.0,0.048641359262166686
28.014007003501753,5.042521260630315,0.4481750094243224,1.916155736840355e-06,0.04425594880393323,44817.50094243224,0.19161557368403548,4.425594880393323,0.0,0.0,0.048641359262166686
30.015007503751878,5.402701350675338,0.422062722976335,1.1503780715571825e-06,0.02495593847015129,42206.2722976335,0.11503780715571825,2.495593847015129,0.0,0.0,0.0444881496292405
32.016008004002,5.762881440720361,0.3974718104222795,7.265653287284476e-07,0.014806628089405716,39747.18104222795,0.07265653287284475,1.4806628089405716,0.0,0.0,0.04203269495509327
34.01700850425213,6.1230615307653835,0.37431364232342934,4.813377514623409e-07,0.00921591031556507,37431.36423234294,0.048133775146234084,0.921591031556507,0.0,0.0,0.04203269495509327
36.018009004502254,6.483241620810405,0.35250474757116407,3.3354770689044594e-07,0.0060008283371465335,35250.474757116404,0.03335477068904459,0.6000828337146533,0.0,0.0,0.04203269495509327
38.019009504752376,6.843421710855427,0.33196651566912094,2.411352775786164e-07,0.004076946025315668,33196.65156691209,0.024113527757861637,0.40769460253156675,0.0,0.0,0.04203269495509327
40.020010005002504,7.203601800900451,0.3126249148631527,1.81420588480176e-07,0.002882937547021297,31262.49148631527,0.0181420588480176,0.2882937547021297,0.0,0.0,0.04203269495509327
42.02101050525263,7.5637818909454735,0.2944102260179165,1.417183623028531e-07,0.0021168977228843717,29441.02260179165,0.01417183623028531,0.21168977228843716,0.0,0.0,0.03120183680687167
44.022011005502755,7.923961980990495,0.2772567916802948,1.1469088907507318e-07,0.001610554873740962,27725.67916802948,0.011469088907507318,0.1610554873740962,0.0,0.0,0.029384662758460453
46.023011505752876,8.284142071035518,0.2611027796071552,9.596212103535129e-08,0.0012669640592622411,26110.27796071552,0.009596212103535128,0.1266964059262241,0.0,0.0,0.027672990922578647
48.024012006003005,8.64432216108054,0.24588995999139002,8.285064961518746e-08,0.0010285388125085761,24588.995999139002,0.008285064961518747,0.1028538812508576,0.0,0.0,0.027672990922578647
50.025012506253134,9.004502251125563,0.2315634956257242,7.367553642673871e-08,0.0008600982162896923,23156.34956257242,0.0073675536426738705,0.08600982162896924,0.0,0.0,0.024542579833738913
52.026013006503256,9.364682341170585,0.2180717442695821,6.736501417741634e-08,0.0007395991299709591,21807.17442695821,0.006736501417741634,0.07395991299709591,0.0,0.0,0.023112704807577784
54.02701350675338,9.724862431215607,0.20536607251803712,6.323028996261838e-08,0.0006529195707136214,20536.60725180371,0.006323028996261838,0.06529195707136214,0.0,0.0,0.02176611232396383
56.028014007003506,10.08504252126063,0.19340068050811826,6.083206914409023e-08,0.000590844346879063,19340.068050811828,0.006083206914409023,0.0590844346879063,0.0,0.0,0.020497961360775318
