t,tau,x,y,z,E,T,IL,s_1,s_2,Fitness
0.0,0.0,1.0,1.0,1.0,100000.0,100000.0,100.0,0.0,0.0,
2.001000500250125,0.36018009004502255,0.9748903909249065,0.44464733876682727,478.08523187090134,97489.03909249065,44464.73387668273,47808.52318709013,0.0,0.0,
4.00200100050025,0.7203601800900451,0.9311130272174418,0.14111580660819933,437.6069225743855,93111.30272174418,14111.580660819933,43760.69225743855,0.0,0.0,
6.003001500750376,1.0805402701350675,0.8809303420746093,0.03764921881659047,353.7525949302644,88093.03420746094,3764.921881659047,35375.259493026446,0.0,0.0,
8.0040020010005,1.4407203601800902,0.8308616815441712,0.010086236523736697,215.94218114018216,83086.16815441712,1008.6236523736696,21594.218114018215,0.0,0.0,
10.005002501250626,1.8009004502251127,0.782862386943851,0.002905100467811259,92.65722137486574,78286.2386943851,290.5100467811259,9265.722137486575,0.0,0.0,
12.006003001500751,2.161080540270135,0.7373819381835902,0.0009127263116798352,32.59544343241514,73738.19381835902,91.27263116798352,3259.5443432415136,0.0,0.0,
14.007003501750876,2.5212606303151577,0.6944622295723019,0.00031271045061341426,11.118158192901728,69446.22295723019,31.271045061341425,1111.8158192901728,0.0,0.0,
16.008004002001,2.8814407203601804,0.6540149995786352,0.00011639337687040238,3.9604768357205202,65401.49995786352,11.639337687040237,396.04768357205205,0.0,0.0,
18.009004502251127,3.2416208104052027,0.615915088572191,4.6855468157659935e-05,1.5063696010461423,61591.5088572191,4.685546815765994,150.63696010461422,0.0,0.0,
20.010005002501252,3.6018009004502254,0.5800317492220005,2.03097173500163e-05,0.6142959069629704,58003.17492220005,2.03097173500163,61.42959069629704,0.0,0.0,
22.011005502751377,3.9619809904952477,0.5462378688462854,9.438533273924797e-06,0.26820451212875895,54623.78688462854,0.9438533273924796,26.820451212875895,0.0,0.0,
24.012006003001503,4.32216108054027,0.5144124431151906,4.683873634559933e-06,0.12498849873078377,51441.24431151906,0.4683873634559933,12.498849873078377,0.0,0.0,
26.013006503251628,4.682341170585293,0.4844410670598912,2.4725643079582637e-06,0.061956725825120275,48444.10670598912,0.24725643079582638,6.195672582512027,0.0,0.0,
28.014007003501753,5.042521260630315,0.4562158342504005,1.3834670257296199e-06,0.03255498110496511,45621.58342504005,0.138346702572962,3.255498110496511,0.0,0.0,
30.015007503751878,5.402701350675338,0.42963505934312735,8.177044946168709e-07,0.01807201369459491,42963.505934312736,0.08177044946168709,1.807201369459491,0.0,0.0,
32.016008004002,5.762881440720361,0.4046029539642065,5.089128900723679e-07,0.010565160035860346,40460.295396420646,0.050891289007236794,1.0565160035860346,0.0,0.0,
34.01700850425213,6.1230615307653835,0.38102929852458134,3.325093463749144e-07,0.006485163183880647,38102.92985245813,0.033250934637491444,0.6485163183880647,0.0,0.0,
36.018009004502254,6.483241620810405,0.3588291242846961,2.274298720042325e-07,0.004167825158134475,35882.91242846961,0.02274298720042325,0.4167825158134475,0.0,0.0,
